cod_provincia,nombre_prov,year,renta__media_de_la_renta_por_unidad_de_consumo,renta__mediana_de_la_renta_por_unidad_de_consumo,renta__renta_bruta_media_por_hogar,renta__renta_bruta_media_por_persona,renta__renta_neta_media_por_hogar,renta__renta_neta_media_por_persona,ingreso__fuente_de_ingreso_otras_prestaciones,ingreso__fuente_de_ingreso_otros_ingresos,ingreso__fuente_de_ingreso_pensiones,ingreso__fuente_de_ingreso_prestaciones_por_desempleo,ingreso__fuente_de_ingreso_salario,desig__distribucion_de_la_renta_p80_p20,desig__indice_de_gini,demog__edad_media_de_la_poblacion,demog__poblacion,demog__porcentaje_de_hogares_unipersonales,demog__porcentaje_de_poblacion_de_65_y_mas_anos,demog__porcentaje_de_poblacion_espanola,demog__porcentaje_de_poblacion_menor_de_18_anos,demog__tamano_medio_del_hogar,n_municipios_con_dato
16,Cuenca,2016,12431.0,10850.0,22066.0,9726.0,19617.0,8718.0,4.4,15.6,32.0,2.3,44.0,2.4,30.4,51.7,204.0,37.8,33.3,93.9,10.6,2.2,167
16,Cuenca,2017,12884.0,11550.0,22682.0,10156.5,20253.5,9147.5,4.65,15.149999999999999,31.5,2.1,45.4,2.3,29.1,51.849999999999994,204.0,38.5,33.6,93.80000000000001,10.05,2.2,162
16,Cuenca,2018,13776.0,12250.0,24151.0,10811.0,21510.0,9738.0,4.8,15.5,30.6,2.0,45.8,2.4,28.5,52.3,194.0,39.4,33.9,93.0,9.9,2.2,165
16,Cuenca,2019,14288.0,12950.0,24797.0,11330.0,22107.5,10116.5,5.0,14.2,30.5,2.0,47.4,2.3,28.4,52.1,198.0,39.05,32.8,92.7,10.0,2.2,160
16,Cuenca,2020,14747.0,12950.0,24448.0,12995.5,21604.0,11420.5,4.9,13.6,30.1,3.9,46.0,2.4,28.4,53.75,118.0,42.7,34.150000000000006,94.05,7.95,2.0,238
16,Cuenca,2021,15585.0,14175.0,25867.0,13871.5,22746.0,12118.0,4.9,15.1,28.95,2.8,46.8,2.4,28.85,53.650000000000006,114.5,43.45,34.05,93.9,7.9,2.0,238
16,Cuenca,2022,16227.5,14350.0,28022.0,13863.0,24194.0,12291.0,4.9,13.05,29.5,2.0,49.65,2.4,29.05,53.7,117.0,44.2,32.7,92.0,7.7,2.1,235
16,Cuenca,2023,17272.0,15050.0,30067.0,14993.0,26219.0,13132.0,4.9,12.149999999999999,29.0,2.2,50.5,2.4,28.9,54.1,120.0,43.9,33.6,92.4,7.8,2.0,235
17,Girona,2015,18225.0,16100.0,37644.0,14386.0,31505.0,11985.0,2.6,17.6,19.3,1.9,57.3,2.6,31.3,43.0,187.0,26.3,19.7,90.1,18.2,2.6,217
17,Girona,2016,18730.0,16450.0,38992.0,14779.0,32487.0,12214.0,2.6,17.1,19.2,1.6,58.6,2.6,31.5,43.3,183.0,26.0,19.9,90.1,18.5,2.6,217
17,Girona,2017,19421.0,17150.0,40577.5,15364.5,33320.0,12639.5,2.5,16.35,19.1,1.4,58.95,2.5,30.55,43.3,186.0,26.8,20.3,90.3,18.3,2.6,218
17,Girona,2018,20154.0,18550.0,42534.0,16017.0,34844.0,13259.0,2.7,17.3,18.8,1.3,58.4,2.5,29.3,43.5,188.0,26.7,20.6,89.7,18.1,2.6,219
17,Girona,2019,20957.0,19250.0,44115.0,16730.0,36150.0,13765.0,2.8,16.8,18.9,1.4,58.8,2.4,29.3,43.7,191.0,26.6,20.6,88.9,18.0,2.6,217
17,Girona,2020,21184.0,19250.0,45125.0,17150.0,36654.0,13956.0,3.2,15.25,19.5,3.9,56.9,2.5,29.6,43.8,187.0,27.0,20.8,88.7,17.8,2.6,221
17,Girona,2021,22313.0,19950.0,47711.0,18165.0,38434.0,14796.0,2.8,17.0,18.6,2.4,57.7,2.5,29.2,44.1,188.0,27.6,20.8,88.7,17.5,2.6,219
17,Girona,2022,23476.0,20650.0,50837.0,19419.0,40918.0,15676.0,2.9,18.0,18.5,1.4,57.7,2.4,29.1,44.2,189.0,27.1,21.0,88.7,17.4,2.6,219
17,Girona,2023,24862.0,22050.0,54177.0,20682.0,43263.0,16615.0,2.9,17.5,18.7,1.3,58.0,2.4,28.5,44.3,192.0,27.5,21.2,88.1,17.3,2.6,219
18,Granada,2015,11247.0,10150.0,20548.0,8671.5,18600.0,7778.5,6.8,11.6,28.15,6.2,43.5,2.8,32.650000000000006,44.349999999999994,10.494,31.900000000000002,21.9,96.2,15.1,2.4,172
18,Granada,2016,11427.5,10150.0,20709.5,8764.0,18644.5,7870.0,6.6,11.6,27.35,6.2,44.349999999999994,2.8,32.849999999999994,44.6,13.033,32.2,22.25,96.2,14.95,2.4,172
18,Granada,2017,12024.5,10850.0,21791.0,9278.0,19571.0,8326.5,6.5,11.7,27.0,5.7,45.05,2.6,31.65,44.9,14.375,33.349999999999994,21.85,96.2,15.2,2.4,172
18,Granada,2018,12483.0,11550.0,22353.0,9674.0,19933.0,8655.0,6.9,11.6,27.1,5.6,46.0,2.6,31.1,45.2,15.083,34.2,21.8,95.7,14.8,2.4,173
18,Granada,2019,12973.5,11900.0,23475.0,10039.0,20983.5,8981.5,6.8,11.1,26.700000000000003,5.15,46.650000000000006,2.6,30.35,45.3,14.6805,34.4,21.95,95.15,14.7,2.3,174
18,Granada,2020,13202.5,12250.0,23830.0,10177.5,21307.0,9063.0,7.05,10.2,27.2,8.1,45.0,2.6,30.75,45.45,14.803,34.4,21.8,94.8,14.5,2.3,174
18,Granada,2021,14044.5,12250.0,25291.5,10964.5,22259.0,9667.5,7.0,11.149999999999999,26.35,6.45,46.45,2.5,29.85,45.6,15.4465,34.650000000000006,22.15,94.55,14.3,2.3,174
18,Granada,2022,14744.5,12950.0,26755.5,11567.0,23461.5,10184.0,7.2,11.1,26.7,4.9,47.5,2.5,29.9,45.7,14.8645,35.1,22.45,94.25,14.149999999999999,2.3,174
18,Granada,2023,15714.0,14350.0,28726.5,12708.0,25307.0,11105.5,7.4,10.95,27.05,4.8,47.6,2.4,29.1,45.9,15.052499999999998,35.3,23.25,93.95,14.25,2.3,174
19,Guadalajara,2015,14570.5,12950.0,25177.0,11716.5,22010.0,10248.5,3.7,11.9,26.25,2.8,52.55,2.7,32.2,48.85,136.0,42.1,27.799999999999997,90.7,11.5,2.2,114
19,Guadalajara,2016,14628.0,12950.0,25087.0,11947.0,21806.0,10302.0,3.7,12.3,26.0,2.5,53.6,2.7,32.1,48.9,130.0,42.0,27.5,90.5,12.5,2.1,111
19,Guadalajara,2017,15300.0,13650.0,26505.5,12487.0,23030.0,10839.0,3.6500000000000004,11.4,25.4,2.3,55.45,2.6,31.1,49.85,129.5,43.099999999999994,27.6,90.85,11.649999999999999,2.1,110
19,Guadalajara,2018,16244.0,14350.0,28266.0,13310.5,24405.5,11404.5,4.0,12.1,25.55,2.1,54.6,2.5,30.2,49.5,133.5,43.8,27.3,90.45,11.4,2.1,110
19,Guadalajara,2019,16715.0,15050.0,28976.0,13885.0,25026.5,11880.5,4.2,11.649999999999999,25.0,2.2,55.150000000000006,2.5,29.75,49.5,135.5,42.7,26.7,89.25,12.149999999999999,2.1,106
19,Guadalajara,2020,17067.0,15225.0,28186.0,16311.0,24134.0,13966.0,3.9,11.350000000000001,24.95,4.5,54.6,2.5,29.75,55.0,55.0,53.55,34.35,93.95,6.4,1.85,288
19,Guadalajara,2021,17973.0,16100.0,30023.0,17445.0,25639.0,14898.0,3.9,12.8,23.8,2.9,54.6,2.5,29.7,55.1,54.0,54.1,34.95,93.6,6.3,1.8,288
19,Guadalajara,2022,18942.0,17150.0,31262.0,17868.0,26487.5,15121.0,4.0,12.05,24.65,1.9,56.25,2.5,30.0,54.95,56.0,54.2,33.95,92.55,6.3,1.8,288
19,Guadalajara,2023,20023.5,17850.0,33453.0,18939.0,28562.0,15959.0,4.15,11.3,23.6,2.1,57.2,2.5,30.05,55.0,55.0,55.0,34.349999999999994,91.25,6.55,1.8,288
20,Gipuzkoa,2016,21352.0,19950.0,41514.0,17023.5,35222.5,14438.0,,11.45,,,60.8,2.6,30.9,42.4,14.574,31.15,19.75,94.6,19.75,2.4,88
20,Gipuzkoa,2017,21929.0,20650.0,42640.5,17479.5,36092.0,14671.0,,12.0,,,61.7,2.4,28.65,42.650000000000006,14.6205,31.45,19.7,94.35,19.8,2.4,88
20,Gipuzkoa,2018,22725.0,21350.0,44203.5,18208.0,37324.5,15336.0,,11.5,,,62.8,2.3,28.35,42.9,14.712499999999999,31.299999999999997,19.95,93.75,19.6,2.4,88
20,Gipuzkoa,2019,23498.0,22050.0,46016.5,19130.0,38850.0,15926.5,,11.4,,,62.55,2.3,27.7,43.3,14.8065,31.6,20.5,93.5,19.05,2.4,88
20,Gipuzkoa,2020,23433.5,22050.0,46175.5,18866.0,38870.5,15780.0,,10.7,,,58.150000000000006,2.3499999999999996,27.700000000000003,43.6,14.8225,31.700000000000003,20.65,93.1,19.05,2.4,88
20,Gipuzkoa,2021,24051.0,22050.0,47334.5,19489.0,39502.5,16201.5,,10.55,,,59.55,2.3,27.25,43.9,14.7295,31.6,21.05,93.15,18.75,2.4,88
20,Gipuzkoa,2022,26047.5,24150.0,51052.0,21006.5,43095.0,17550.5,,10.6,,,60.1,2.3,27.1,43.9,14.747,31.7,21.15,92.75,18.5,2.4,88
20,Gipuzkoa,2023,28130.0,26250.0,55466.0,22749.0,46460.5,19031.5,,10.1,,,59.9,2.2,25.2,44.05,14.763,31.95,21.85,92.35,17.8,2.4,88
21,Huelva,2015,11596.0,10150.0,21862.5,8856.0,19454.5,7869.0,5.85,8.75,27.3,6.4,50.55,2.5,30.5,43.75,9.7255,29.95,20.15,97.5,16.25,2.4,78
21,Huelva,2016,11911.0,10850.0,22163.5,9103.0,19845.0,8138.5,5.6,8.7,26.75,6.15,51.5,2.6,30.75,43.849999999999994,9.806000000000001,29.5,20.55,97.55,16.15,2.4,78
21,Huelva,2017,12424.0,10850.0,23029.5,9589.5,20579.5,8432.5,5.6,8.45,25.75,5.6,53.849999999999994,2.4,29.1,43.95,9.8775,30.75,20.75,97.5,16.25,2.4,78
21,Huelva,2018,13117.0,11550.0,24603.0,10111.0,21743.0,8971.0,5.8,8.7,25.8,5.3,54.3,2.3,28.5,44.3,9.192,31.0,20.9,97.2,15.9,2.4,79
21,Huelva,2019,13967.0,12250.0,26061.0,10666.0,22990.0,9358.0,5.6,8.0,25.4,5.1,55.7,2.2,27.6,44.7,9.321,31.4,21.1,96.6,15.7,2.4,79
21,Huelva,2020,14027.0,12250.0,26561.0,10999.0,23592.0,9614.0,5.7,7.3,25.1,7.2,53.9,2.3,28.3,44.8,9.386,31.7,21.1,96.6,15.4,2.4,79
21,Huelva,2021,14904.0,13650.0,27987.0,11710.0,24576.0,10188.0,6.0,8.2,24.8,5.7,54.7,2.3,27.3,45.1,9.437,31.7,21.2,96.4,15.5,2.4,79
21,Huelva,2022,15823.0,14350.0,29561.0,12335.0,25704.0,10728.0,6.0,8.2,25.4,4.6,55.5,2.2,27.1,45.0,9.6,32.0,21.6,95.4,15.7,2.3,79
21,Huelva,2023,16794.0,15050.0,31750.0,13288.0,27420.0,11590.0,6.1,8.4,25.4,4.3,55.7,2.2,26.8,45.2,9.688,32.1,21.9,95.1,15.1,2.3,79
22,Huesca,2015,16640.0,15050.0,31853.5,13208.0,27140.5,11314.5,3.0,18.65,26.1,1.8,48.95,2.4,28.8,49.9,213.5,34.9,29.4,94.4,11.649999999999999,2.4,178
22,Huesca,2016,16971.0,15050.0,32725.0,13365.0,27984.0,11481.0,2.8,17.2,25.5,1.6,50.6,2.4,29.2,50.2,211.0,34.2,29.7,94.7,11.2,2.4,177
22,Huesca,2017,17539.0,15750.0,34003.0,14055.0,28826.0,11905.0,3.0,17.7,25.0,1.3,51.3,2.4,28.4,49.9,218.0,35.1,29.2,94.3,11.5,2.4,173
22,Huesca,2018,18451.0,16625.0,35657.5,14763.5,30330.5,12644.0,3.2,18.7,24.6,1.3,50.95,2.4,27.75,50.1,213.0,35.25,29.7,94.0,11.5,2.4,172
22,Huesca,2019,19088.0,17150.0,36833.0,15303.0,30954.0,13004.0,3.3,17.8,24.4,1.2,51.7,2.4,27.6,49.9,213.0,35.9,29.5,93.4,11.5,2.3,169
22,Huesca,2020,19392.0,17850.0,37821.0,16296.0,31682.0,13837.5,3.3,16.5,24.0,3.2,51.3,2.4,27.9,50.150000000000006,178.0,36.25,29.8,93.15,11.1,2.3,202
22,Huesca,2021,20324.5,18550.0,40464.0,17233.0,33485.0,14367.5,3.3,17.9,23.25,2.1,51.8,2.4,27.75,50.3,181.5,36.4,29.1,92.6,11.4,2.3,202
22,Huesca,2022,20996.0,19250.0,41199.0,17316.5,34090.0,14413.5,3.3,17.0,24.1,1.3,52.5,2.4,28.0,49.9,187.0,36.05,29.05,92.15,11.649999999999999,2.3,198
22,Huesca,2023,22128.0,19950.0,43372.5,18590.0,35969.0,15424.5,3.4,16.8,23.7,1.3,53.0,2.3,27.7,50.0,185.5,36.9,28.85,91.45,11.45,2.3,198
23,Jaén,2015,10742.0,9450.0,20044.0,8045.0,18181.0,7359.0,6.9,13.3,27.7,7.4,44.1,2.4,29.5,43.3,4.411,30.2,20.4,97.7,16.5,2.5,97
23,Jaén,2016,11378.0,10150.0,21035.0,8657.0,19055.0,7852.0,6.5,16.0,26.4,6.9,43.2,2.4,29.2,43.6,4.564,29.8,20.5,97.8,16.3,2.4,97
